CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction Score,Card Type,Point Earned
610.0,France,Male,40,9,0.0,1,1,1,149602.5,0,3,SILVER,613
512.0,France,Male,36,0,129804.2,1,1,0,53020.9,0,2,PLATINUM,349
768.0,Germany,Male,37,9,108308.1,1,1,0,41788.25,1,1,GOLD,346
666.0,Germany,Male,30,3,110153.3,1,0,1,74849.46,0,2,GOLD,990
700.0,Germany,Female,30,4,116377.5,1,1,1,134417.3,0,1,SILVER,635
651.0,Germany,Female,37,10,117791.1,2,1,1,75837.58,0,2,GOLD,276
542.0,Spain,Female,26,2,0.0,2,1,1,54869.54,0,2,PLATINUM,303
686.0,France,Female,35,8,105419.7,1,1,0,35356.46,0,5,DIAMOND,887
850.0,Germany,Female,47,4,99219.47,2,1,1,122141.1,0,1,GOLD,630
658.0,Germany,Female,55,8,119327.9,1,0,1,119439.7,0,5,DIAMOND,397
448.0,France,Female,36,6,83947.12,2,1,0,81999.53,0,4,SILVER,524
609.0,Spain,Male,32,4,99883.16,1,1,1,120594.9,0,3,PLATINUM,887
704.0,France,Male,50,4,165438.3,1,1,0,120770.8,1,4,GOLD,705
698.0,France,Male,31,1,156111.2,1,0,0,134790.7,0,1,GOLD,941
759.0,France,Male,44,2,111095.6,2,1,0,100137.7,0,4,DIAMOND,784
677.0,France,Female,56,0,119963.5,1,0,0,158325.9,1,2,SILVER,522
544.0,Spain,Male,22,4,0.0,2,1,0,70007.67,0,3,SILVER,597
567.0,Spain,Male,35,8,153137.7,1,1,0,88659.07,0,2,PLATINUM,549
490.0,Spain,Male,40,6,156111.1,1,0,0,190889.1,0,3,SILVER,759
626.0,France,Male,34,7,113014.7,2,1,1,56646.28,0,5,SILVER,664
718.0,Germany,Male,43,5,132615.7,2,1,0,32999.1,0,3,SILVER,795
616.0,France,Male,44,5,102016.4,1,0,1,178235.4,1,4,GOLD,830
772.0,France,Female,35,9,0.0,1,0,1,25448.31,0,2,SILVER,615
561.0,France,Male,32,5,0.0,2,1,0,84871.99,0,4,SILVER,332
814.0,France,Male,49,8,0.0,2,0,0,157822.5,0,3,GOLD,539
651.0,France,Female,56,4,0.0,1,0,0,84383.22,1,1,PLATINUM,517
538.0,Germany,Female,42,4,80380.24,1,1,0,119216.5,0,1,DIAMOND,374
600.0,France,Female,26,6,108909.1,1,1,0,82547.01,0,4,SILVER,804
654.0,France,Female,35,2,90865.8,1,1,1,86764.46,0,5,GOLD,647
622.0,France,Male,40,4,99799.76,2,1,0,197372.1,0,1,DIAMOND,457
682.0,France,Male,28,10,200725.0,1,0,1,82872.64,1,2,SILVER,503
610.0,Spain,Female,37,10,140364.0,2,1,1,129563.9,0,3,GOLD,929
795.0,France,Female,36,1,151844.6,1,1,1,135388.9,0,3,SILVER,605
557.0,France,Female,27,2,0.0,2,0,1,4497.55,0,3,SILVER,803
824.0,Germany,Male,49,8,133231.5,1,1,1,67885.37,0,1,PLATINUM,927
698.0,France,Male,27,7,0.0,2,1,0,111471.6,0,5,GOLD,766
630.0,France,Female,36,8,126599.0,2,1,1,134407.9,0,2,PLATINUM,970
694.0,France,Male,47,4,0.0,2,1,0,197528.6,0,2,SILVER,782
681.0,France,Female,58,8,93173.88,1,1,1,139761.3,0,2,DIAMOND,797
721.0,Spain,Female,32,10,0.0,1,1,0,136120.0,1,5,SILVER,579
563.0,Germany,Male,44,7,105007.3,2,1,1,197812.2,0,4,GOLD,481
654.0,Spain,Female,32,2,0.0,1,1,1,51972.92,1,5,DIAMOND,580
659.0,Spain,Male,27,4,0.0,2,1,0,99341.87,0,4,PLATINUM,613
674.0,Germany,Female,44,4,131593.9,1,0,1,171345.0,1,2,GOLD,558
576.0,Germany,Male,44,9,119530.5,1,1,0,119056.7,1,4,SILVER,802
566.0,Germany,Male,54,4,118614.6,2,1,1,172601.6,0,3,SILVER,572
545.0,Germany,Male,37,9,95829.13,2,0,1,104936.9,0,5,GOLD,406
798.0,France,Male,36,1,0.0,2,1,1,159044.1,0,4,GOLD,604
757.0,France,Male,38,0,0.0,1,1,0,83263.06,0,1,PLATINUM,537
641.0,France,Male,50,6,153590.7,2,1,1,130910.8,0,4,SILVER,656
718.0,France,Male,29,2,0.0,1,1,0,126336.7,0,1,GOLD,422
623.0,France,Female,35,0,130557.2,1,1,1,47880.71,0,5,DIAMOND,936
644.0,France,Male,40,8,93183.19,1,1,0,73882.49,0,3,GOLD,617
586.0,France,Male,58,7,151933.6,1,1,0,162960.1,1,4,SILVER,894
500.0,Germany,Male,30,2,125495.6,2,1,1,68807.47,0,3,SILVER,276
583.0,France,Female,42,7,0.0,2,1,0,144039.1,0,4,PLATINUM,443
595.0,Germany,Female,26,8,118547.7,1,1,1,151192.2,0,4,PLATINUM,388
670.0,Spain,Male,43,1,97792.21,1,0,0,120225.6,0,4,SILVER,701
610.0,France,Male,41,6,0.0,3,0,0,56118.81,1,2,PLATINUM,813
660.0,France,Female,40,8,167181.0,1,1,1,185156.9,0,2,DIAMOND,736
580.0,Germany,Male,35,9,121355.2,1,0,1,35671.45,0,2,SILVER,235
676.0,Spain,Male,35,0,0.0,2,0,0,139911.6,0,3,SILVER,543
578.0,France,Male,46,5,113226.5,1,1,0,56770.76,0,4,PLATINUM,916
579.0,France,Female,33,1,118392.8,1,1,1,157564.8,0,1,DIAMOND,793
711.0,Germany,Female,52,8,145262.5,1,0,1,131473.3,0,1,SILVER,282
692.0,France,Male,40,6,163505.2,1,0,0,90424.09,0,4,DIAMOND,675
760.0,Spain,Female,33,1,118114.3,2,0,1,156660.2,0,2,SILVER,348
630.0,Germany,Female,51,0,108449.2,3,0,0,88372.69,1,2,GOLD,295
808.0,France,Male,32,1,0.0,2,1,1,46200.71,0,4,GOLD,870
611.0,Germany,Female,36,10,103294.6,1,1,0,160548.1,0,4,PLATINUM,296
697.0,France,Female,42,1,0.0,1,1,0,1262.83,1,3,DIAMOND,603
655.0,France,Female,38,6,0.0,1,1,1,188639.3,0,3,SILVER,333
601.0,Spain,Male,28,6,0.0,2,1,0,14665.28,0,4,PLATINUM,541
755.0,France,Male,42,2,119919.1,1,1,0,156868.2,0,1,PLATINUM,765
553.0,France,Male,37,1,0.0,1,1,0,30461.55,0,5,DIAMOND,623
723.0,France,Male,28,4,0.0,2,1,1,123885.9,0,5,SILVER,467
507.0,Spain,Female,34,4,0.0,2,1,1,60688.38,0,3,DIAMOND,392
777.0,France,Male,43,1,0.0,2,1,0,21785.91,0,2,GOLD,984
566.0,France,Male,34,3,0.0,1,0,0,188135.7,0,4,GOLD,999
732.0,France,Male,26,7,0.0,2,1,0,154364.7,0,3,DIAMOND,994
697.0,France,Female,42,10,0.0,2,1,0,61312.15,0,5,GOLD,867
555.0,France,Male,29,4,128744.0,1,1,1,47454.93,0,3,GOLD,899
584.0,Germany,Female,62,9,137727.3,2,0,1,121102.9,0,5,DIAMOND,581
705.0,Germany,Female,44,10,106731.6,1,1,0,137419.9,1,4,PLATINUM,531
688.0,France,Female,38,7,123544.2,1,1,1,157664.0,0,4,PLATINUM,868
626.0,France,Female,37,2,133969.0,2,1,0,148689.7,0,2,DIAMOND,321
719.0,Spain,Female,35,8,0.0,1,1,1,165162.4,0,5,DIAMOND,569
706.0,Spain,Male,30,6,87609.68,2,0,0,137674.6,1,4,SILVER,643
731.0,Spain,Male,41,3,0.0,2,1,0,101371.7,0,4,PLATINUM,292
738.0,Spain,Male,49,3,0.0,3,1,1,65066.48,1,2,PLATINUM,460
426.0,France,Male,34,9,0.0,2,1,0,107876.9,0,2,PLATINUM,767
622.0,Spain,Female,36,0,108960.0,2,1,0,111180.3,1,1,PLATINUM,532
701.0,Spain,Female,30,2,0.0,2,1,0,115650.6,0,1,DIAMOND,528
512.0,France,Male,51,6,144953.3,1,1,1,165035.2,0,2,PLATINUM,339
635.0,France,Male,41,4,103544.9,2,1,0,193746.6,0,2,GOLD,439
685.0,France,Male,33,6,0.0,1,1,0,58458.26,0,4,DIAMOND,993
609.0,France,Male,53,7,0.0,2,0,1,52332.85,0,5,SILVER,295
598.0,Germany,Male,38,1,101487.2,1,1,1,75959.1,1,1,SILVER,468
708.0,France,Male,52,10,105355.8,1,1,0,123.07,1,3,PLATINUM,755
574.0,Spain,Male,36,4,77967.5,1,1,0,167067.0,1,1,DIAMOND,929
629.0,France,Male,44,5,0.0,4,0,0,117572.6,1,2,PLATINUM,296
422.0,Spain,Female,54,4,0.0,2,1,1,7166.71,0,5,PLATINUM,733
656.0,Spain,Male,28,8,120047.8,1,1,1,137173.4,0,1,PLATINUM,590
697.0,France,Male,32,7,175464.9,3,1,0,116442.4,1,1,PLATINUM,594
718.0,France,Male,52,8,79475.3,3,1,1,32421.32,1,3,SILVER,930
586.0,Germany,Male,37,8,167735.7,2,0,1,104665.8,0,4,DIAMOND,738
481.0,Spain,Female,37,8,0.0,2,1,0,44215.86,0,5,DIAMOND,266
749.0,France,Female,33,1,74385.98,1,1,0,20164.47,0,2,DIAMOND,675
561.0,Germany,Male,49,5,94754.0,1,1,1,26691.31,0,5,DIAMOND,760
676.0,Spain,Male,27,4,0.0,1,0,1,107955.7,0,1,PLATINUM,490
615.0,Germany,Male,43,3,86920.86,1,1,1,150048.4,0,1,DIAMOND,579
582.0,France,Female,39,1,132077.5,2,1,0,192255.2,0,3,GOLD,348
601.0,France,Male,40,10,127847.9,1,0,0,173245.7,0,1,GOLD,376
708.0,France,Male,34,3,0.0,1,0,1,121457.9,1,5,DIAMOND,552
708.0,Germany,Male,42,9,176702.4,2,1,1,104804.7,0,1,SILVER,942
797.0,Germany,Female,33,10,83555.58,1,0,0,69767.14,0,4,SILVER,513
682.0,France,Male,26,8,0.0,2,1,0,178373.4,0,3,SILVER,806
694.0,Spain,Female,39,9,0.0,2,0,0,99924.04,0,4,PLATINUM,483
490.0,France,Female,40,1,0.0,1,1,1,49594.19,1,2,DIAMOND,229
828.0,Spain,Male,42,10,0.0,1,1,1,186071.1,0,1,PLATINUM,526
594.0,Spain,Female,38,7,96858.35,1,1,0,77511.45,0,1,DIAMOND,797
579.0,Spain,Male,33,1,0.0,2,1,1,54816.57,0,3,SILVER,528
723.0,France,Female,35,0,0.0,2,0,1,61290.99,0,1,GOLD,996
619.0,Germany,Female,42,8,132796.0,3,1,1,191821.4,1,5,SILVER,845
794.0,Spain,Female,30,1,154970.5,1,0,1,156768.5,0,4,PLATINUM,441
674.0,Germany,Male,44,3,88902.21,1,1,0,73731.32,0,3,SILVER,729
418.0,France,Male,28,7,98738.92,1,1,0,122190.2,0,3,GOLD,465
502.0,France,Male,33,8,0.0,2,1,1,123509.0,0,4,DIAMOND,717
678.0,France,Female,50,6,0.0,1,1,0,8199.5,0,4,GOLD,803
599.0,Germany,Male,40,10,137456.3,2,1,1,14113.11,0,2,SILVER,623
736.0,France,Male,29,4,0.0,2,0,0,51705.01,0,2,DIAMOND,240
430.0,France,Female,60,7,73937.02,1,1,0,161937.6,1,4,PLATINUM,578
537.0,France,Female,45,7,158621.0,1,1,0,120893.0,1,4,SILVER,819
683.0,Spain,Male,30,1,113257.2,1,1,1,65035.02,0,2,GOLD,263
828.0,France,Male,31,9,0.0,1,0,1,164257.4,0,3,GOLD,421
691.0,France,Female,29,9,116536.4,1,1,0,51987.99,0,1,DIAMOND,592
608.0,Spain,Female,28,4,0.0,2,1,0,10899.63,1,5,PLATINUM,391
691.0,France,Female,60,6,101070.7,1,1,0,177355.8,1,5,SILVER,253
718.0,Spain,Male,39,6,0.0,2,0,1,63889.1,0,1,SILVER,583
680.0,Germany,Female,31,3,127331.5,3,1,1,176433.6,0,4,SILVER,807
838.0,Spain,Female,41,5,0.0,2,1,0,81313.51,0,1,SILVER,867
695.0,Spain,Female,31,5,0.0,2,0,1,13998.88,0,3,GOLD,583
681.0,France,Male,46,0,105969.4,1,1,0,5771.56,0,4,GOLD,386
762.0,France,Male,36,5,119547.5,1,1,1,42693.65,0,5,GOLD,972
751.0,Spain,Male,38,7,0.0,2,0,0,90839.61,0,3,PLATINUM,654
678.0,Spain,Male,28,5,138668.2,1,1,1,54144.01,0,1,PLATINUM,408
634.0,France,Female,37,7,51582.5,2,1,1,184312.9,0,5,GOLD,902
749.0,France,Male,37,7,0.0,2,1,0,20306.79,0,3,GOLD,345
590.0,Spain,Male,37,6,169902.9,1,1,1,128256.2,0,3,GOLD,987
610.0,France,Female,27,4,87262.4,2,1,0,182720.1,0,1,SILVER,647
502.0,France,Male,33,7,0.0,2,0,1,4082.52,0,2,SILVER,959
578.0,France,Female,40,7,0.0,2,0,0,102233.7,0,4,GOLD,924
547.0,France,Female,32,2,0.0,2,1,0,132002.8,0,4,DIAMOND,495
579.0,France,Female,27,9,0.0,2,1,0,126838.7,0,5,GOLD,903
661.0,France,Male,39,5,0.0,2,0,0,181461.5,0,5,GOLD,514
794.0,France,Male,46,6,0.0,2,1,0,195325.7,0,4,PLATINUM,838
719.0,France,Male,61,5,0.0,2,0,1,29132.43,0,4,DIAMOND,293
598.0,Germany,Male,19,3,150348.4,1,1,1,173784.0,0,2,SILVER,460
822.0,Germany,Female,46,3,115074.0,2,1,0,26249.86,0,4,GOLD,649
670.0,Spain,Female,40,3,0.0,1,1,1,182650.2,0,5,GOLD,270
850.0,France,Male,28,8,99986.98,1,1,0,196582.6,0,3,PLATINUM,895
705.0,Germany,Male,42,8,166685.9,2,1,1,55313.51,0,4,GOLD,283
677.0,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,1,DIAMOND,978
736.0,France,Male,43,4,202443.5,1,1,0,72375.03,0,4,GOLD,494
661.0,Germany,Female,47,0,109493.6,1,0,0,188324.0,1,4,GOLD,761
501.0,Germany,Male,38,9,88977.39,2,0,1,133403.1,0,5,GOLD,522
516.0,France,Female,29,2,104982.6,1,1,0,157378.5,0,4,GOLD,649
517.0,Germany,Female,59,8,154111.0,2,1,0,101240.1,1,1,DIAMOND,872
766.0,France,Male,32,6,185714.3,1,1,1,102502.5,0,5,GOLD,807
520.0,Germany,Female,23,3,116022.5,2,1,1,37577.66,0,1,GOLD,342
541.0,France,Male,46,6,0.0,2,1,1,83456.67,0,1,GOLD,596
790.0,Germany,Female,34,2,164011.5,1,1,0,199420.4,0,1,DIAMOND,275
797.0,France,Male,31,9,0.0,2,1,1,24748.89,0,1,PLATINUM,874
811.0,France,Male,40,1,101514.9,1,1,1,121765.0,0,3,SILVER,749
722.0,Spain,Female,32,4,0.0,2,1,1,113666.5,0,4,SILVER,630
675.0,France,Male,28,9,0.0,1,1,0,134110.9,0,2,DIAMOND,817
660.0,Germany,Male,39,9,134599.3,2,1,0,183095.9,0,4,PLATINUM,575
566.0,Spain,Male,32,10,147511.3,1,1,1,159891.0,0,2,GOLD,801
768.0,France,Male,25,0,78396.08,1,1,1,8316.19,0,5,DIAMOND,495
610.0,Spain,Female,31,5,0.0,2,0,0,63736.36,0,2,PLATINUM,416
715.0,France,Female,31,3,110581.3,1,1,1,94715.24,0,2,PLATINUM,964
750.0,Germany,Male,42,8,151836.4,2,1,0,68695.38,0,5,GOLD,769
431.0,Germany,Male,45,5,83624.55,2,0,0,36899.62,0,2,DIAMOND,838
704.0,France,Male,24,2,148197.2,2,1,0,182775.1,0,1,PLATINUM,871
535.0,Spain,Female,30,5,122924.8,1,0,0,62390.59,1,4,DIAMOND,244
614.0,France,Female,38,4,72594.0,1,1,1,76042.48,0,2,SILVER,689
748.0,France,Male,38,4,115221.4,1,0,1,70956.75,0,5,PLATINUM,986
492.0,Germany,Male,51,8,117808.7,2,1,1,67311.12,0,3,GOLD,263
573.0,France,Male,40,7,147754.7,1,1,1,110454.5,0,4,PLATINUM,319
706.0,Spain,Female,53,3,0.0,3,0,0,88479.02,1,3,SILVER,390
680.0,France,Male,31,10,113292.2,1,1,1,122639.7,0,3,GOLD,714
458.0,Spain,Male,36,5,0.0,2,1,0,79723.78,0,3,SILVER,428
612.0,Germany,Male,44,2,115163.4,1,1,1,97677.52,1,1,DIAMOND,244
809.0,Germany,Male,50,10,118098.6,1,1,1,100720.0,1,4,DIAMOND,833
590.0,France,Male,39,9,0.0,2,1,1,104730.5,0,5,PLATINUM,474
602.0,France,Male,35,8,0.0,1,1,1,22499.29,0,2,DIAMOND,615
540.0,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,2,GOLD,540
494.0,France,Male,25,6,0.0,2,0,1,109988.1,0,1,PLATINUM,376
797.0,France,Male,29,1,0.0,1,0,1,149991.3,0,5,GOLD,752
526.0,Germany,Male,61,6,133845.3,2,1,1,45180.8,0,1,GOLD,592
631.0,Spain,Male,38,7,0.0,2,1,0,181605.9,0,3,DIAMOND,290
576.0,France,Female,29,5,108541.0,1,1,1,126469.1,0,5,DIAMOND,843
405.0,France,Male,39,10,0.0,1,1,0,160810.9,1,2,DIAMOND,455
555.0,France,Male,30,1,0.0,2,0,0,88146.86,0,1,DIAMOND,561
750.0,Spain,Female,37,2,113817.1,1,0,0,88333.74,0,5,DIAMOND,998
665.0,France,Male,28,8,137300.2,1,1,0,90174.83,0,4,GOLD,638
640.0,Spain,Male,37,5,158024.4,1,1,0,81298.09,0,1,GOLD,749
457.0,France,Female,33,7,127837.5,1,0,1,60013.17,0,4,GOLD,782
695.0,France,Male,36,4,161533.0,1,1,0,100940.9,0,2,GOLD,749
645.0,France,Male,31,7,161171.7,2,1,0,12599.94,1,3,SILVER,532
647.0,Spain,Male,32,9,80958.36,1,1,1,128590.7,0,4,GOLD,540
808.0,Spain,Male,25,7,0.0,2,0,1,23180.37,0,4,GOLD,387
641.0,France,Male,33,2,146193.6,2,1,1,55796.83,1,1,DIAMOND,307
700.0,Spain,Male,29,8,0.0,2,0,1,152097.0,0,4,GOLD,255
660.0,Germany,Male,26,4,115021.8,1,0,1,162443.1,0,1,GOLD,573
615.0,Spain,Male,41,1,126773.4,1,1,1,55551.26,0,2,SILVER,774
705.0,Germany,Female,40,3,92889.91,1,1,1,109496.7,0,1,PLATINUM,451
718.0,France,Male,48,9,0.0,2,1,1,72105.63,0,2,DIAMOND,573
754.0,France,Male,61,5,146622.4,1,1,1,41815.22,1,4,DIAMOND,687
713.0,Germany,Male,45,4,131038.1,1,1,0,74005.04,1,2,GOLD,495
587.0,France,Female,46,6,88820.29,1,0,0,70224.34,0,4,GOLD,507
569.0,Spain,Male,31,1,115407.0,1,0,0,145528.2,0,2,GOLD,992
568.0,France,Female,38,3,132951.9,1,0,1,124486.3,0,2,DIAMOND,783
770.0,Germany,Female,46,5,141788.6,2,0,0,164967.2,0,5,PLATINUM,791
723.0,Germany,Female,47,10,90450.0,2,0,0,103379.3,1,5,GOLD,244
614.0,Germany,Female,39,8,125997.2,1,1,1,128049.3,1,5,DIAMOND,817
601.0,Spain,Female,41,3,0.0,2,1,0,54342.83,0,5,PLATINUM,560
592.0,France,Male,60,9,0.0,4,1,1,13614.01,1,5,GOLD,803
605.0,Spain,Female,36,9,0.0,2,0,1,35521.63,0,2,DIAMOND,825
752.0,Spain,Female,31,4,144637.9,2,1,0,40496.72,0,1,DIAMOND,383
677.0,France,Female,29,3,86616.35,1,0,0,91903.9,1,5,DIAMOND,589
850.0,France,Male,31,8,0.0,2,1,0,178667.7,0,4,GOLD,541
608.0,Germany,Female,48,2,127924.3,2,1,0,32202.61,0,1,DIAMOND,794
786.0,Spain,Female,34,9,0.0,2,1,0,117034.3,0,4,SILVER,472
777.0,France,Female,29,9,131240.6,1,1,1,163746.1,1,2,GOLD,567
667.0,Spain,Male,31,5,0.0,2,1,1,20346.69,0,4,PLATINUM,823
848.0,Spain,Male,35,5,120046.7,2,1,0,84710.65,0,5,GOLD,644
486.0,France,Female,39,8,97819.36,1,0,1,120531.3,0,3,PLATINUM,408
506.0,France,Female,40,3,0.0,1,1,1,144345.6,0,1,PLATINUM,479
612.0,Germany,Male,46,9,161450.0,1,1,1,96961.0,1,2,PLATINUM,882
545.0,France,Male,30,3,0.0,2,1,0,170307.4,0,4,PLATINUM,396
793.0,France,Male,56,8,119496.3,2,1,0,29880.99,0,2,SILVER,458
682.0,France,Female,30,9,0.0,2,1,1,195104.9,0,2,PLATINUM,874
517.0,France,Male,62,1,43772.66,3,1,0,187756.2,1,1,SILVER,590
684.0,France,Male,32,9,100249.4,2,0,1,67599.69,0,2,SILVER,702
692.0,Spain,Male,46,2,0.0,2,1,1,105983.1,0,1,PLATINUM,345
740.0,France,Female,60,5,108028.1,2,0,0,25980.42,1,5,GOLD,922
757.0,Germany,Male,33,1,122088.7,1,1,0,42581.09,0,2,DIAMOND,419
684.0,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,3,PLATINUM,300
691.0,Spain,Male,35,6,0.0,2,0,1,178038.2,0,4,GOLD,686
842.0,France,Male,44,3,141252.2,4,0,1,128521.2,1,5,PLATINUM,741
482.0,France,Female,35,5,147813.1,2,0,0,109029.7,0,2,SILVER,945
735.0,France,Male,55,6,134140.7,1,1,0,2267.88,0,4,DIAMOND,425
616.0,France,Female,31,8,0.0,1,0,1,76456.17,0,5,SILVER,675
850.0,France,Female,35,2,128548.5,4,1,0,75478.95,1,3,PLATINUM,507
635.0,France,Male,43,10,122198.2,2,0,1,179144.5,0,4,DIAMOND,704
638.0,Germany,Male,42,8,145177.8,1,1,0,193471.7,1,4,PLATINUM,798
820.0,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,1,PLATINUM,947
694.0,Germany,Female,58,1,143212.2,1,0,0,102628.6,1,4,DIAMOND,323
713.0,France,Male,41,3,0.0,2,1,0,55772.04,0,3,PLATINUM,443
543.0,Germany,Male,41,6,143350.4,1,1,1,192070.2,1,4,DIAMOND,592
649.0,France,Female,41,3,130931.8,1,1,1,144808.4,0,1,PLATINUM,457
777.0,France,Female,30,4,137851.3,1,1,0,5008.23,1,5,DIAMOND,349
561.0,France,Male,33,6,0.0,2,0,0,173680.4,0,3,DIAMOND,220
724.0,Spain,Male,41,5,0.0,1,0,1,115753.9,0,5,DIAMOND,540
665.0,Spain,Female,51,8,0.0,1,1,1,38928.48,1,2,DIAMOND,317
441.0,France,Male,60,1,140614.2,1,0,1,174381.2,0,4,SILVER,227
579.0,Spain,Male,22,3,118680.6,1,1,1,49829.8,0,5,SILVER,433
777.0,Germany,Male,35,7,122917.7,1,1,1,76169.68,0,2,DIAMOND,624
739.0,France,Female,36,0,0.0,2,0,0,133465.6,0,2,GOLD,323
660.0,France,Male,40,5,131754.1,2,1,1,38761.61,0,4,GOLD,560
554.0,France,Female,35,8,0.0,2,1,1,176779.5,0,4,SILVER,398
850.0,France,Female,24,6,0.0,2,1,1,13159.9,0,3,DIAMOND,899
842.0,Germany,Female,35,9,119948.1,1,1,0,48217.97,1,4,PLATINUM,732
785.0,France,Female,38,1,0.0,1,1,0,134964.9,1,3,DIAMOND,526
550.0,France,Male,25,0,0.0,2,1,1,184221.1,0,5,PLATINUM,499
750.0,Spain,Female,39,6,0.0,2,0,0,19264.33,0,5,PLATINUM,940
490.0,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,4,DIAMOND,762
605.0,Germany,Male,28,10,113690.8,1,1,0,33114.24,0,5,DIAMOND,943
563.0,Spain,Female,42,6,99056.22,2,1,0,154348.0,1,4,SILVER,670
675.0,France,Male,34,8,0.0,2,1,1,184842.2,0,2,GOLD,977
621.0,Spain,Female,36,7,116338.7,1,1,1,155743.5,0,2,SILVER,280
850.0,France,Male,40,6,97339.99,1,0,1,88815.25,0,1,GOLD,756
711.0,France,Male,41,3,0.0,2,1,1,193747.6,0,4,GOLD,876
549.0,Germany,Female,55,1,137592.3,2,0,1,116548.0,1,4,PLATINUM,319
764.0,Germany,Male,34,6,108760.3,2,1,0,166324.8,1,3,GOLD,665
627.0,Germany,Male,30,3,128770.9,2,1,1,40199.01,0,5,GOLD,315
850.0,France,Female,34,2,0.0,2,0,0,51919.04,0,4,DIAMOND,506
614.0,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,4,SILVER,869
685.0,Germany,Female,44,2,119657.5,1,1,0,145387.1,1,4,DIAMOND,646
683.0,Germany,Female,49,7,108797.6,2,0,0,140763.2,0,3,SILVER,820
643.0,Spain,Male,35,2,0.0,2,0,0,67979.35,0,1,PLATINUM,538
561.0,Germany,Female,49,1,102025.3,1,1,0,133051.6,1,1,DIAMOND,994
601.0,Spain,Female,20,9,122446.6,2,1,0,86791.9,0,3,PLATINUM,605
766.0,France,Female,27,7,158786.7,2,0,1,47579.25,0,3,GOLD,711
699.0,France,Male,29,3,125689.3,1,1,1,151623.7,0,1,DIAMOND,503
850.0,Germany,Male,29,1,154640.4,1,1,1,164039.5,0,4,DIAMOND,838
792.0,Germany,Female,50,4,146710.8,1,1,0,16528.4,1,4,GOLD,895
850.0,Germany,Male,43,5,129305.1,2,0,1,19244.58,0,4,PLATINUM,615
628.0,Spain,Male,40,10,0.0,2,1,0,103832.6,0,2,SILVER,401
711.0,France,Female,21,0,82844.33,2,0,1,1408.68,0,1,SILVER,310
583.0,Spain,Female,22,2,0.0,2,0,1,5985.36,0,5,DIAMOND,307
757.0,France,Male,46,0,0.0,2,1,0,37460.05,0,5,DIAMOND,748
749.0,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,3,SILVER,567
705.0,France,Male,34,7,117715.8,1,1,0,2498.67,0,5,PLATINUM,408
585.0,France,Male,54,8,87105.32,1,1,1,55346.14,0,2,DIAMOND,302
437.0,France,Female,43,6,0.0,1,1,0,148331.0,1,1,DIAMOND,692
738.0,France,Male,26,9,0.0,2,1,1,48644.94,0,1,PLATINUM,524
586.0,Spain,Female,33,10,66948.67,2,1,1,140759.0,0,1,SILVER,825
627.0,France,Female,57,9,0.0,2,1,1,107712.4,0,2,PLATINUM,333
606.0,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,5,PLATINUM,226
674.0,France,Male,22,3,0.0,1,1,1,173940.6,0,4,PLATINUM,269
584.0,Germany,Female,31,6,152622.3,1,1,0,99298.8,0,5,DIAMOND,445
590.0,France,Male,40,8,0.0,2,1,0,62933.03,0,4,GOLD,741
585.0,France,Male,56,4,138227.2,2,1,1,55287.84,0,4,GOLD,708
508.0,France,Female,25,2,111395.5,1,0,1,48197.06,0,5,PLATINUM,337
458.0,Germany,Male,44,7,84386.57,1,1,0,178642.7,0,5,DIAMOND,466
692.0,France,Female,36,3,0.0,2,1,1,8282.22,0,5,SILVER,767
502.0,Germany,Male,33,5,174673.7,2,1,0,33300.56,0,5,DIAMOND,419
518.0,France,Male,46,3,0.0,2,1,0,76515.79,0,2,PLATINUM,583
660.0,Germany,Male,46,5,109019.7,2,1,1,33680.56,0,3,SILVER,603
698.0,Germany,Female,52,1,107906.8,1,1,0,168886.4,1,4,GOLD,866
678.0,France,Male,54,7,128915.0,1,0,0,191746.2,1,2,SILVER,323
619.0,Germany,Female,52,8,124099.1,1,0,0,23904.52,0,1,SILVER,621
684.0,Germany,Male,59,9,122471.1,1,0,1,15807.07,0,3,PLATINUM,605
635.0,France,Male,34,3,134692.4,2,1,1,83773.02,0,4,PLATINUM,246
680.0,France,Female,25,4,123816.5,1,1,1,90162.35,0,2,GOLD,546
608.0,Germany,Male,34,3,106288.5,1,1,1,36639.25,0,3,SILVER,388
603.0,Germany,Female,55,7,127723.3,2,1,0,139469.1,1,4,SILVER,301
579.0,Spain,Male,43,2,145843.8,1,1,1,198402.4,1,2,GOLD,783
756.0,Germany,Female,34,2,148200.7,1,0,0,194584.5,0,3,SILVER,851
611.0,France,Male,30,2,104145.7,1,0,0,159629.6,0,2,SILVER,741
532.0,Germany,Male,24,8,142755.3,1,0,0,34231.48,0,1,DIAMOND,699
647.0,Germany,Female,33,3,168560.5,2,0,0,90270.16,0,2,DIAMOND,226
